"experiment"	"subject"	"condition"	"conditionC"	"totalTrialNum"	"totalTrialNumC"	"blockNum"	"imageName"	"isRight"
"316"	"1A"	"p1254"	"low"	"-0.5"	6	-5.5	1	"ha3.png"	1
"317"	"1A"	"p1254"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	1
"318"	"1A"	"p1254"	"low"	"-0.5"	7	-4.5	1	"hb1.png"	1
"319"	"1A"	"p1254"	"low"	"-0.5"	2	-9.5	1	"hb2.png"	1
"320"	"1A"	"p1254"	"low"	"-0.5"	0	-11.5	1	"hb3.png"	0
"321"	"1A"	"p1254"	"low"	"-0.5"	13	1.5	2	"ha1.png"	1
"322"	"1A"	"p1254"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"323"	"1A"	"p1254"	"low"	"-0.5"	12	0.5	2	"ha2.png"	1
"324"	"1A"	"p1254"	"low"	"-0.5"	15	3.5	2	"ha3.png"	1
"325"	"1A"	"p1254"	"low"	"-0.5"	9	-2.5	2	"hb1.png"	1
"326"	"1A"	"p1254"	"low"	"-0.5"	10	-1.5	2	"hb1.png"	1
"327"	"1A"	"p1254"	"low"	"-0.5"	14	2.5	2	"hb2.png"	1
"328"	"1A"	"p1254"	"low"	"-0.5"	11	-0.5	2	"hb3.png"	1
"329"	"1A"	"p1254"	"low"	"-0.5"	20	8.5	3	"ha1.png"	1
"330"	"1A"	"p1254"	"low"	"-0.5"	22	10.5	3	"ha1.png"	1
"331"	"1A"	"p1254"	"low"	"-0.5"	17	5.5	3	"ha2.png"	1
"332"	"1A"	"p1254"	"low"	"-0.5"	19	7.5	3	"ha3.png"	1
"333"	"1A"	"p1254"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"334"	"1A"	"p1254"	"low"	"-0.5"	21	9.5	3	"hb1.png"	1
"335"	"1A"	"p1254"	"low"	"-0.5"	18	6.5	3	"hb2.png"	1
"336"	"1A"	"p1254"	"low"	"-0.5"	23	11.5	3	"hb3.png"	1
"337"	"1A"	"p1328"	"high"	"0.5"	5	-6.5	1	"ha1.png"	1
"338"	"1A"	"p1328"	"high"	"0.5"	3	-8.5	1	"ha1.png"	1
"339"	"1A"	"p1328"	"high"	"0.5"	0	-11.5	1	"ha2.png"	1
"340"	"1A"	"p1328"	"high"	"0.5"	1	-10.5	1	"ha3.png"	1
"341"	"1A"	"p1328"	"high"	"0.5"	2	-9.5	1	"hb1.png"	0
"342"	"1A"	"p1328"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"343"	"1A"	"p1328"	"high"	"0.5"	4	-7.5	1	"hb2.png"	1
"344"	"1A"	"p1328"	"high"	"0.5"	6	-5.5	1	"hb3.png"	1
"345"	"1A"	"p1328"	"high"	"0.5"	9	-2.5	2	"ha1.png"	1
"346"	"1A"	"p1328"	"high"	"0.5"	15	3.5	2	"ha1.png"	1
"347"	"1A"	"p1328"	"high"	"0.5"	13	1.5	2	"ha2.png"	1
"348"	"1A"	"p1328"	"high"	"0.5"	14	2.5	2	"ha3.png"	1
"349"	"1A"	"p1328"	"high"	"0.5"	12	0.5	2	"hb1.png"	1
"350"	"1A"	"p1328"	"high"	"0.5"	11	-0.5	2	"hb1.png"	1
"351"	"1A"	"p1328"	"high"	"0.5"	10	-1.5	2	"hb2.png"	1
"352"	"1A"	"p1328"	"high"	"0.5"	8	-3.5	2	"hb3.png"	1
"353"	"1A"	"p1328"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"354"	"1A"	"p1328"	"high"	"0.5"	19	7.5	3	"ha1.png"	1
"355"	"1A"	"p1328"	"high"	"0.5"	20	8.5	3	"ha2.png"	1
"356"	"1A"	"p1328"	"high"	"0.5"	17	5.5	3	"ha3.png"	1
"357"	"1A"	"p1328"	"high"	"0.5"	18	6.5	3	"hb1.png"	1
"358"	"1A"	"p1328"	"high"	"0.5"	16	4.5	3	"hb1.png"	1
"359"	"1A"	"p1328"	"high"	"0.5"	21	9.5	3	"hb2.png"	1
"360"	"1A"	"p1328"	"high"	"0.5"	22	10.5	3	"hb3.png"	1
"361"	"1A"	"p1357"	"high"	"0.5"	4	-7.5	1	"ha1.png"	0
"362"	"1A"	"p1357"	"high"	"0.5"	6	-5.5	1	"ha1.png"	1
"363"	"1A"	"p1357"	"high"	"0.5"	2	-9.5	1	"ha2.png"	1
"364"	"1A"	"p1357"	"high"	"0.5"	1	-10.5	1	"ha3.png"	0
"365"	"1A"	"p1357"	"high"	"0.5"	3	-8.5	1	"hb1.png"	0
"366"	"1A"	"p1357"	"high"	"0.5"	7	-4.5	1	"hb1.png"	0
"367"	"1A"	"p1357"	"high"	"0.5"	0	-11.5	1	"hb2.png"	0
"368"	"1A"	"p1357"	"high"	"0.5"	5	-6.5	1	"hb3.png"	1
"369"	"1A"	"p1357"	"high"	"0.5"	15	3.5	2	"ha1.png"	1
"370"	"1A"	"p1357"	"high"	"0.5"	8	-3.5	2	"ha1.png"	1
"371"	"1A"	"p1357"	"high"	"0.5"	14	2.5	2	"ha2.png"	1
"372"	"1A"	"p1357"	"high"	"0.5"	11	-0.5	2	"ha3.png"	1
"373"	"1A"	"p1357"	"high"	"0.5"	13	1.5	2	"hb1.png"	1
"374"	"1A"	"p1357"	"high"	"0.5"	10	-1.5	2	"hb1.png"	0
"375"	"1A"	"p1357"	"high"	"0.5"	9	-2.5	2	"hb2.png"	1
"376"	"1A"	"p1357"	"high"	"0.5"	12	0.5	2	"hb3.png"	1
"377"	"1A"	"p1357"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"378"	"1A"	"p1357"	"high"	"0.5"	21	9.5	3	"ha1.png"	1
"379"	"1A"	"p1357"	"high"	"0.5"	17	5.5	3	"ha2.png"	0
"380"	"1A"	"p1357"	"high"	"0.5"	20	8.5	3	"ha3.png"	1
"381"	"1A"	"p1357"	"high"	"0.5"	18	6.5	3	"hb1.png"	1
"382"	"1A"	"p1357"	"high"	"0.5"	16	4.5	3	"hb1.png"	1
"383"	"1A"	"p1357"	"high"	"0.5"	19	7.5	3	"hb2.png"	0
"384"	"1A"	"p1357"	"high"	"0.5"	22	10.5	3	"hb3.png"	1
"385"	"1A"	"p1137"	"high"	"0.5"	2	-9.5	1	"ha1.png"	0
"386"	"1A"	"p1137"	"high"	"0.5"	6	-5.5	1	"ha1.png"	1
"387"	"1A"	"p1137"	"high"	"0.5"	3	-8.5	1	"ha2.png"	1
"388"	"1A"	"p1137"	"high"	"0.5"	0	-11.5	1	"ha3.png"	1
"389"	"1A"	"p1137"	"high"	"0.5"	1	-10.5	1	"hb1.png"	1
"390"	"1A"	"p1137"	"high"	"0.5"	5	-6.5	1	"hb1.png"	1
"391"	"1A"	"p1137"	"high"	"0.5"	7	-4.5	1	"hb2.png"	1
"392"	"1A"	"p1137"	"high"	"0.5"	4	-7.5	1	"hb3.png"	0
"393"	"1A"	"p1137"	"high"	"0.5"	13	1.5	2	"ha1.png"	1
"394"	"1A"	"p1137"	"high"	"0.5"	9	-2.5	2	"ha1.png"	1
"395"	"1A"	"p1137"	"high"	"0.5"	12	0.5	2	"ha2.png"	1
"396"	"1A"	"p1137"	"high"	"0.5"	15	3.5	2	"ha3.png"	1
"397"	"1A"	"p1137"	"high"	"0.5"	14	2.5	2	"hb1.png"	1
"398"	"1A"	"p1137"	"high"	"0.5"	10	-1.5	2	"hb1.png"	1
"399"	"1A"	"p1137"	"high"	"0.5"	11	-0.5	2	"hb2.png"	1
"400"	"1A"	"p1137"	"high"	"0.5"	8	-3.5	2	"hb3.png"	0
"401"	"1A"	"p1137"	"high"	"0.5"	22	10.5	3	"ha1.png"	1
"402"	"1A"	"p1137"	"high"	"0.5"	19	7.5	3	"ha1.png"	1
"403"	"1A"	"p1137"	"high"	"0.5"	23	11.5	3	"ha2.png"	0
"404"	"1A"	"p1137"	"high"	"0.5"	21	9.5	3	"ha3.png"	0
"405"	"1A"	"p1137"	"high"	"0.5"	18	6.5	3	"hb1.png"	1
"406"	"1A"	"p1137"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"407"	"1A"	"p1137"	"high"	"0.5"	16	4.5	3	"hb2.png"	1
"408"	"1A"	"p1137"	"high"	"0.5"	17	5.5	3	"hb3.png"	1
"409"	"1A"	"p1101"	"low"	"-0.5"	5	-6.5	1	"ha1.png"	1
"410"	"1A"	"p1101"	"low"	"-0.5"	7	-4.5	1	"ha1.png"	1
"411"	"1A"	"p1101"	"low"	"-0.5"	2	-9.5	1	"ha2.png"	0
"412"	"1A"	"p1101"	"low"	"-0.5"	6	-5.5	1	"ha3.png"	1
"413"	"1A"	"p1101"	"low"	"-0.5"	0	-11.5	1	"hb1.png"	0
"414"	"1A"	"p1101"	"low"	"-0.5"	3	-8.5	1	"hb1.png"	0
"415"	"1A"	"p1101"	"low"	"-0.5"	4	-7.5	1	"hb2.png"	0
"416"	"1A"	"p1101"	"low"	"-0.5"	1	-10.5	1	"hb3.png"	0
"417"	"1A"	"p1101"	"low"	"-0.5"	10	-1.5	2	"ha1.png"	1
"418"	"1A"	"p1101"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"419"	"1A"	"p1101"	"low"	"-0.5"	9	-2.5	2	"ha2.png"	0
"420"	"1A"	"p1101"	"low"	"-0.5"	14	2.5	2	"ha3.png"	1
"421"	"1A"	"p1101"	"low"	"-0.5"	13	1.5	2	"hb1.png"	1
"422"	"1A"	"p1101"	"low"	"-0.5"	15	3.5	2	"hb1.png"	1
"423"	"1A"	"p1101"	"low"	"-0.5"	11	-0.5	2	"hb2.png"	1
"424"	"1A"	"p1101"	"low"	"-0.5"	12	0.5	2	"hb3.png"	1
"425"	"1A"	"p1101"	"low"	"-0.5"	16	4.5	3	"ha1.png"	1
"426"	"1A"	"p1101"	"low"	"-0.5"	22	10.5	3	"ha1.png"	1
"427"	"1A"	"p1101"	"low"	"-0.5"	19	7.5	3	"ha2.png"	0
"428"	"1A"	"p1101"	"low"	"-0.5"	21	9.5	3	"ha3.png"	1
"429"	"1A"	"p1101"	"low"	"-0.5"	23	11.5	3	"hb1.png"	1
"430"	"1A"	"p1101"	"low"	"-0.5"	18	6.5	3	"hb1.png"	1
"431"	"1A"	"p1101"	"low"	"-0.5"	17	5.5	3	"hb2.png"	0
"432"	"1A"	"p1101"	"low"	"-0.5"	20	8.5	3	"hb3.png"	1
"433"	"1A"	"pp1118"	"high"	"0.5"	7	-4.5	1	"ha1.png"	1
"434"	"1A"	"pp1118"	"high"	"0.5"	2	-9.5	1	"ha1.png"	1
"435"	"1A"	"pp1118"	"high"	"0.5"	6	-5.5	1	"ha2.png"	1
"436"	"1A"	"pp1118"	"high"	"0.5"	3	-8.5	1	"ha3.png"	1
"437"	"1A"	"pp1118"	"high"	"0.5"	5	-6.5	1	"hb1.png"	1
"438"	"1A"	"pp1118"	"high"	"0.5"	0	-11.5	1	"hb1.png"	1
"439"	"1A"	"pp1118"	"high"	"0.5"	1	-10.5	1	"hb2.png"	0
"440"	"1A"	"pp1118"	"high"	"0.5"	4	-7.5	1	"hb3.png"	0
"441"	"1A"	"pp1118"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"442"	"1A"	"pp1118"	"high"	"0.5"	15	3.5	2	"ha1.png"	1
"443"	"1A"	"pp1118"	"high"	"0.5"	13	1.5	2	"ha2.png"	1
"444"	"1A"	"pp1118"	"high"	"0.5"	12	0.5	2	"ha3.png"	1
"445"	"1A"	"pp1118"	"high"	"0.5"	9	-2.5	2	"hb1.png"	1
"446"	"1A"	"pp1118"	"high"	"0.5"	8	-3.5	2	"hb1.png"	1
"447"	"1A"	"pp1118"	"high"	"0.5"	11	-0.5	2	"hb2.png"	1
"448"	"1A"	"pp1118"	"high"	"0.5"	10	-1.5	2	"hb3.png"	1
"449"	"1A"	"pp1118"	"high"	"0.5"	18	6.5	3	"ha1.png"	1
"450"	"1A"	"pp1118"	"high"	"0.5"	19	7.5	3	"ha1.png"	1
"451"	"1A"	"pp1118"	"high"	"0.5"	23	11.5	3	"ha2.png"	1
"452"	"1A"	"pp1118"	"high"	"0.5"	16	4.5	3	"ha3.png"	1
"453"	"1A"	"pp1118"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"454"	"1A"	"pp1118"	"high"	"0.5"	17	5.5	3	"hb1.png"	1
"455"	"1A"	"pp1118"	"high"	"0.5"	22	10.5	3	"hb2.png"	0
"456"	"1A"	"pp1118"	"high"	"0.5"	21	9.5	3	"hb3.png"	0
"457"	"1A"	"p1125"	"low"	"-0.5"	0	-11.5	1	"ha1.png"	0
"458"	"1A"	"p1125"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	1
"459"	"1A"	"p1125"	"low"	"-0.5"	3	-8.5	1	"ha2.png"	1
"460"	"1A"	"p1125"	"low"	"-0.5"	1	-10.5	1	"ha3.png"	1
"461"	"1A"	"p1125"	"low"	"-0.5"	7	-4.5	1	"hb1.png"	1
"462"	"1A"	"p1125"	"low"	"-0.5"	2	-9.5	1	"hb1.png"	1
"463"	"1A"	"p1125"	"low"	"-0.5"	5	-6.5	1	"hb2.png"	1
"464"	"1A"	"p1125"	"low"	"-0.5"	6	-5.5	1	"hb3.png"	1
"465"	"1A"	"p1125"	"low"	"-0.5"	9	-2.5	2	"ha1.png"	1
"466"	"1A"	"p1125"	"low"	"-0.5"	14	2.5	2	"ha1.png"	1
"467"	"1A"	"p1125"	"low"	"-0.5"	13	1.5	2	"ha2.png"	1
"468"	"1A"	"p1125"	"low"	"-0.5"	8	-3.5	2	"ha3.png"	1
"469"	"1A"	"p1125"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"470"	"1A"	"p1125"	"low"	"-0.5"	12	0.5	2	"hb1.png"	1
"471"	"1A"	"p1125"	"low"	"-0.5"	15	3.5	2	"hb2.png"	1
"472"	"1A"	"p1125"	"low"	"-0.5"	10	-1.5	2	"hb3.png"	1
"473"	"1A"	"p1125"	"low"	"-0.5"	23	11.5	3	"ha1.png"	1
"474"	"1A"	"p1125"	"low"	"-0.5"	20	8.5	3	"ha1.png"	1
"475"	"1A"	"p1125"	"low"	"-0.5"	21	9.5	3	"ha2.png"	1
"476"	"1A"	"p1125"	"low"	"-0.5"	18	6.5	3	"ha3.png"	1
"477"	"1A"	"p1125"	"low"	"-0.5"	22	10.5	3	"hb1.png"	1
"478"	"1A"	"p1125"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"479"	"1A"	"p1125"	"low"	"-0.5"	17	5.5	3	"hb2.png"	1
"480"	"1A"	"p1125"	"low"	"-0.5"	19	7.5	3	"hb3.png"	1
"481"	"1A"	"p1128"	"low"	"-0.5"	0	-11.5	1	"ha1.png"	1
"482"	"1A"	"p1128"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"483"	"1A"	"p1128"	"low"	"-0.5"	5	-6.5	1	"ha2.png"	1
"484"	"1A"	"p1128"	"low"	"-0.5"	4	-7.5	1	"ha3.png"	1
"485"	"1A"	"p1128"	"low"	"-0.5"	6	-5.5	1	"hb1.png"	1
"486"	"1A"	"p1128"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	0
"487"	"1A"	"p1128"	"low"	"-0.5"	3	-8.5	1	"hb2.png"	1
"488"	"1A"	"p1128"	"low"	"-0.5"	7	-4.5	1	"hb3.png"	0
"489"	"1A"	"p1128"	"low"	"-0.5"	13	1.5	2	"ha1.png"	1
"490"	"1A"	"p1128"	"low"	"-0.5"	11	-0.5	2	"ha1.png"	1
"491"	"1A"	"p1128"	"low"	"-0.5"	9	-2.5	2	"ha2.png"	1
"492"	"1A"	"p1128"	"low"	"-0.5"	8	-3.5	2	"ha3.png"	1
"493"	"1A"	"p1128"	"low"	"-0.5"	15	3.5	2	"hb1.png"	1
"494"	"1A"	"p1128"	"low"	"-0.5"	14	2.5	2	"hb1.png"	1
"495"	"1A"	"p1128"	"low"	"-0.5"	10	-1.5	2	"hb2.png"	1
"496"	"1A"	"p1128"	"low"	"-0.5"	12	0.5	2	"hb3.png"	1
"497"	"1A"	"p1128"	"low"	"-0.5"	23	11.5	3	"ha1.png"	1
"498"	"1A"	"p1128"	"low"	"-0.5"	22	10.5	3	"ha1.png"	1
"499"	"1A"	"p1128"	"low"	"-0.5"	21	9.5	3	"ha2.png"	1
"500"	"1A"	"p1128"	"low"	"-0.5"	19	7.5	3	"ha3.png"	1
"501"	"1A"	"p1128"	"low"	"-0.5"	17	5.5	3	"hb1.png"	1
"502"	"1A"	"p1128"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"503"	"1A"	"p1128"	"low"	"-0.5"	18	6.5	3	"hb2.png"	0
"504"	"1A"	"p1128"	"low"	"-0.5"	16	4.5	3	"hb3.png"	1
"505"	"1A"	"p1136"	"low"	"-0.5"	3	-8.5	1	"ha1.png"	0
"506"	"1A"	"p1136"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	1
"507"	"1A"	"p1136"	"low"	"-0.5"	6	-5.5	1	"ha2.png"	1
"508"	"1A"	"p1136"	"low"	"-0.5"	2	-9.5	1	"ha3.png"	0
"509"	"1A"	"p1136"	"low"	"-0.5"	0	-11.5	1	"hb1.png"	1
"510"	"1A"	"p1136"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	0
"511"	"1A"	"p1136"	"low"	"-0.5"	7	-4.5	1	"hb2.png"	0
"512"	"1A"	"p1136"	"low"	"-0.5"	5	-6.5	1	"hb3.png"	0
"513"	"1A"	"p1136"	"low"	"-0.5"	10	-1.5	2	"ha1.png"	0
"514"	"1A"	"p1136"	"low"	"-0.5"	13	1.5	2	"ha1.png"	1
"515"	"1A"	"p1136"	"low"	"-0.5"	9	-2.5	2	"ha2.png"	1
"516"	"1A"	"p1136"	"low"	"-0.5"	11	-0.5	2	"ha3.png"	1
"517"	"1A"	"p1136"	"low"	"-0.5"	15	3.5	2	"hb1.png"	1
"518"	"1A"	"p1136"	"low"	"-0.5"	14	2.5	2	"hb1.png"	1
"519"	"1A"	"p1136"	"low"	"-0.5"	8	-3.5	2	"hb2.png"	1
"520"	"1A"	"p1136"	"low"	"-0.5"	12	0.5	2	"hb3.png"	1
"521"	"1A"	"p1136"	"low"	"-0.5"	22	10.5	3	"ha1.png"	1
"522"	"1A"	"p1136"	"low"	"-0.5"	19	7.5	3	"ha1.png"	1
"523"	"1A"	"p1136"	"low"	"-0.5"	21	9.5	3	"ha2.png"	0
"524"	"1A"	"p1136"	"low"	"-0.5"	18	6.5	3	"ha3.png"	0
"525"	"1A"	"p1136"	"low"	"-0.5"	17	5.5	3	"hb1.png"	0
"526"	"1A"	"p1136"	"low"	"-0.5"	16	4.5	3	"hb1.png"	0
"527"	"1A"	"p1136"	"low"	"-0.5"	20	8.5	3	"hb2.png"	0
"528"	"1A"	"p1136"	"low"	"-0.5"	23	11.5	3	"hb3.png"	1
"529"	"1A"	"p1138"	"high"	"0.5"	5	-6.5	1	"ha1.png"	0
"530"	"1A"	"p1138"	"high"	"0.5"	1	-10.5	1	"ha1.png"	0
"531"	"1A"	"p1138"	"high"	"0.5"	0	-11.5	1	"ha2.png"	1
"532"	"1A"	"p1138"	"high"	"0.5"	6	-5.5	1	"ha3.png"	0
"533"	"1A"	"p1138"	"high"	"0.5"	2	-9.5	1	"hb1.png"	0
"534"	"1A"	"p1138"	"high"	"0.5"	4	-7.5	1	"hb1.png"	1
"535"	"1A"	"p1138"	"high"	"0.5"	7	-4.5	1	"hb2.png"	0
"536"	"1A"	"p1138"	"high"	"0.5"	3	-8.5	1	"hb3.png"	0
"537"	"1A"	"p1138"	"high"	"0.5"	9	-2.5	2	"ha1.png"	1
"538"	"1A"	"p1138"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"539"	"1A"	"p1138"	"high"	"0.5"	13	1.5	2	"ha2.png"	0
"540"	"1A"	"p1138"	"high"	"0.5"	12	0.5	2	"ha3.png"	1
"541"	"1A"	"p1138"	"high"	"0.5"	15	3.5	2	"hb1.png"	1
"542"	"1A"	"p1138"	"high"	"0.5"	8	-3.5	2	"hb1.png"	1
"543"	"1A"	"p1138"	"high"	"0.5"	10	-1.5	2	"hb2.png"	0
"544"	"1A"	"p1138"	"high"	"0.5"	11	-0.5	2	"hb3.png"	1
"545"	"1A"	"p1138"	"high"	"0.5"	22	10.5	3	"ha1.png"	1
"546"	"1A"	"p1138"	"high"	"0.5"	21	9.5	3	"ha1.png"	1
"547"	"1A"	"p1138"	"high"	"0.5"	16	4.5	3	"ha2.png"	1
"548"	"1A"	"p1138"	"high"	"0.5"	23	11.5	3	"ha3.png"	1
"549"	"1A"	"p1138"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"550"	"1A"	"p1138"	"high"	"0.5"	18	6.5	3	"hb1.png"	1
"551"	"1A"	"p1138"	"high"	"0.5"	19	7.5	3	"hb2.png"	1
"552"	"1A"	"p1138"	"high"	"0.5"	17	5.5	3	"hb3.png"	1
"553"	"1A"	"p1149"	"high"	"0.5"	3	-8.5	1	"ha1.png"	1
"554"	"1A"	"p1149"	"high"	"0.5"	2	-9.5	1	"ha1.png"	1
"555"	"1A"	"p1149"	"high"	"0.5"	7	-4.5	1	"ha2.png"	1
"556"	"1A"	"p1149"	"high"	"0.5"	4	-7.5	1	"ha3.png"	0
"557"	"1A"	"p1149"	"high"	"0.5"	0	-11.5	1	"hb1.png"	1
"558"	"1A"	"p1149"	"high"	"0.5"	1	-10.5	1	"hb1.png"	1
"559"	"1A"	"p1149"	"high"	"0.5"	5	-6.5	1	"hb2.png"	1
"560"	"1A"	"p1149"	"high"	"0.5"	6	-5.5	1	"hb3.png"	0
"561"	"1A"	"p1149"	"high"	"0.5"	11	-0.5	2	"ha1.png"	1
"562"	"1A"	"p1149"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"563"	"1A"	"p1149"	"high"	"0.5"	13	1.5	2	"ha2.png"	1
"564"	"1A"	"p1149"	"high"	"0.5"	8	-3.5	2	"ha3.png"	0
"565"	"1A"	"p1149"	"high"	"0.5"	15	3.5	2	"hb1.png"	1
"566"	"1A"	"p1149"	"high"	"0.5"	9	-2.5	2	"hb1.png"	1
"567"	"1A"	"p1149"	"high"	"0.5"	10	-1.5	2	"hb2.png"	1
"568"	"1A"	"p1149"	"high"	"0.5"	12	0.5	2	"hb3.png"	1
"569"	"1A"	"p1149"	"high"	"0.5"	22	10.5	3	"ha1.png"	1
"570"	"1A"	"p1149"	"high"	"0.5"	19	7.5	3	"ha1.png"	1
"571"	"1A"	"p1149"	"high"	"0.5"	20	8.5	3	"ha2.png"	1
"572"	"1A"	"p1149"	"high"	"0.5"	17	5.5	3	"ha3.png"	1
"573"	"1A"	"p1149"	"high"	"0.5"	21	9.5	3	"hb1.png"	1
"574"	"1A"	"p1149"	"high"	"0.5"	23	11.5	3	"hb1.png"	1
"575"	"1A"	"p1149"	"high"	"0.5"	18	6.5	3	"hb2.png"	1
"576"	"1A"	"p1149"	"high"	"0.5"	16	4.5	3	"hb3.png"	1
"577"	"1A"	"pp1149"	"low"	"-0.5"	5	-6.5	1	"ha1.png"	1
"578"	"1A"	"pp1149"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"579"	"1A"	"pp1149"	"low"	"-0.5"	4	-7.5	1	"ha2.png"	1
"580"	"1A"	"pp1149"	"low"	"-0.5"	3	-8.5	1	"ha3.png"	1
"581"	"1A"	"pp1149"	"low"	"-0.5"	6	-5.5	1	"hb1.png"	1
"582"	"1A"	"pp1149"	"low"	"-0.5"	0	-11.5	1	"hb1.png"	0
"583"	"1A"	"pp1149"	"low"	"-0.5"	1	-10.5	1	"hb2.png"	1
"584"	"1A"	"pp1149"	"low"	"-0.5"	7	-4.5	1	"hb3.png"	1
"585"	"1A"	"pp1149"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"586"	"1A"	"pp1149"	"low"	"-0.5"	15	3.5	2	"ha1.png"	1
"587"	"1A"	"pp1149"	"low"	"-0.5"	9	-2.5	2	"ha2.png"	1
"588"	"1A"	"pp1149"	"low"	"-0.5"	13	1.5	2	"ha3.png"	1
"589"	"1A"	"pp1149"	"low"	"-0.5"	14	2.5	2	"hb1.png"	1
"590"	"1A"	"pp1149"	"low"	"-0.5"	10	-1.5	2	"hb1.png"	1
"591"	"1A"	"pp1149"	"low"	"-0.5"	12	0.5	2	"hb2.png"	1
"592"	"1A"	"pp1149"	"low"	"-0.5"	11	-0.5	2	"hb3.png"	1
"593"	"1A"	"pp1149"	"low"	"-0.5"	20	8.5	3	"ha1.png"	1
"594"	"1A"	"pp1149"	"low"	"-0.5"	17	5.5	3	"ha1.png"	1
"595"	"1A"	"pp1149"	"low"	"-0.5"	16	4.5	3	"ha2.png"	1
"596"	"1A"	"pp1149"	"low"	"-0.5"	21	9.5	3	"ha3.png"	1
"597"	"1A"	"pp1149"	"low"	"-0.5"	23	11.5	3	"hb1.png"	1
"598"	"1A"	"pp1149"	"low"	"-0.5"	22	10.5	3	"hb1.png"	1
"599"	"1A"	"pp1149"	"low"	"-0.5"	18	6.5	3	"hb2.png"	1
"600"	"1A"	"pp1149"	"low"	"-0.5"	19	7.5	3	"hb3.png"	1
"601"	"1A"	"p1201"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	1
"602"	"1A"	"p1201"	"low"	"-0.5"	5	-6.5	1	"ha1.png"	1
"603"	"1A"	"p1201"	"low"	"-0.5"	6	-5.5	1	"ha2.png"	1
"604"	"1A"	"p1201"	"low"	"-0.5"	7	-4.5	1	"ha3.png"	1
"605"	"1A"	"p1201"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	1
"606"	"1A"	"p1201"	"low"	"-0.5"	0	-11.5	1	"hb1.png"	1
"607"	"1A"	"p1201"	"low"	"-0.5"	2	-9.5	1	"hb2.png"	0
"608"	"1A"	"p1201"	"low"	"-0.5"	3	-8.5	1	"hb3.png"	1
"609"	"1A"	"p1201"	"low"	"-0.5"	9	-2.5	2	"ha1.png"	1
"610"	"1A"	"p1201"	"low"	"-0.5"	15	3.5	2	"ha1.png"	1
"611"	"1A"	"p1201"	"low"	"-0.5"	13	1.5	2	"ha2.png"	1
"612"	"1A"	"p1201"	"low"	"-0.5"	14	2.5	2	"ha3.png"	1
"613"	"1A"	"p1201"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"614"	"1A"	"p1201"	"low"	"-0.5"	12	0.5	2	"hb1.png"	1
"615"	"1A"	"p1201"	"low"	"-0.5"	10	-1.5	2	"hb2.png"	0
"616"	"1A"	"p1201"	"low"	"-0.5"	8	-3.5	2	"hb3.png"	1
"617"	"1A"	"p1201"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"618"	"1A"	"p1201"	"low"	"-0.5"	21	9.5	3	"ha1.png"	1
"619"	"1A"	"p1201"	"low"	"-0.5"	23	11.5	3	"ha2.png"	1
"620"	"1A"	"p1201"	"low"	"-0.5"	17	5.5	3	"ha3.png"	1
"621"	"1A"	"p1201"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"622"	"1A"	"p1201"	"low"	"-0.5"	22	10.5	3	"hb1.png"	1
"623"	"1A"	"p1201"	"low"	"-0.5"	19	7.5	3	"hb2.png"	1
"624"	"1A"	"p1201"	"low"	"-0.5"	16	4.5	3	"hb3.png"	1
"625"	"1A"	"pp1201"	"high"	"0.5"	2	-9.5	1	"ha1.png"	1
"626"	"1A"	"pp1201"	"high"	"0.5"	6	-5.5	1	"ha1.png"	0
"627"	"1A"	"pp1201"	"high"	"0.5"	4	-7.5	1	"ha2.png"	0
"628"	"1A"	"pp1201"	"high"	"0.5"	1	-10.5	1	"ha3.png"	1
"629"	"1A"	"pp1201"	"high"	"0.5"	7	-4.5	1	"hb1.png"	0
"630"	"1A"	"pp1201"	"high"	"0.5"	3	-8.5	1	"hb1.png"	1
