experiment;subject;condition;conditionC;totalTrialNum;totalTrialNumC;blockNum;imageName;isRight
1A;p1405;high;0.5;18;;3;ha1.png;1
1A;p1405;high;0.5;23;;3;ha2.png;1
1A;p1405;high;0.5;17;;3;ha3.png;1
1A;p1405;high;0.5;20;;3;hb1.png;1
1A;p1405;high;0.5;21;;3;hb1.png;1
1A;p1405;high;0.5;22;;3;hb2.png;1
1A;p1405;high;0.5;16;;3;hb3.png;1
1A;p1406;low;-0.5;4;;1;ha1.png;1
1A;p1406;low;-0.5;5;;1;ha1.png;1
1A;p1406;low;-0.5;1;;1;ha2.png;1
1A;p1406;low;-0.5;6;;1;ha3.png;0
1A;p1406;low;-0.5;2;;1;hb1.png;1
1A;p1406;low;-0.5;7;;1;hb1.png;1
1A;p1406;low;-0.5;3;;1;hb2.png;0
1A;p1406;low;-0.5;0;;1;hb3.png;1
1A;p1406;low;-0.5;11;;2;ha1.png;1
1A;p1406;low;-0.5;8;;2;ha1.png;1
1A;p1406;low;-0.5;9;;2;ha2.png;0
1A;p1406;low;-0.5;10;;2;ha3.png;0
1A;p1406;low;-0.5;13;;2;hb1.png;1
1A;p1406;low;-0.5;15;;2;hb1.png;1
1A;p1406;low;-0.5;12;;2;hb2.png;0
1A;p1406;low;-0.5;14;;2;hb3.png;1
1A;p1406;low;-0.5;19;;3;ha1.png;1
1A;p1406;low;-0.5;17;;3;ha1.png;1
1A;p1406;low;-0.5;22;;3;ha2.png;0
1A;p1406;low;-0.5;23;;3;ha3.png;1
1A;p1406;low;-0.5;20;;3;hb1.png;1
1A;p1406;low;-0.5;16;;3;hb1.png;1
1A;p1406;low;-0.5;18;;3;hb2.png;0
1A;p1406;low;-0.5;21;;3;hb3.png;1
1A;p1432;high;0.5;0;;1;ha1.png;1
1A;p1432;high;0.5;7;;1;ha1.png;1
1A;p1432;high;0.5;4;;1;ha2.png;0
1A;p1432;high;0.5;2;;1;ha3.png;1
1A;p1432;high;0.5;5;;1;hb1.png;1
1A;p1432;high;0.5;6;;1;hb1.png;1
1A;p1432;high;0.5;3;;1;hb2.png;1
1A;p1432;high;0.5;1;;1;hb3.png;1
1A;p1432;high;0.5;14;;2;ha1.png;1
1A;p1432;high;0.5;11;;2;ha1.png;1
1A;p1432;high;0.5;8;;2;ha2.png;1
1A;p1432;high;0.5;13;;2;ha3.png;1
1A;p1432;high;0.5;12;;2;hb1.png;1
1A;p1432;high;0.5;10;;2;hb1.png;1
1A;p1432;high;0.5;15;;2;hb2.png;1
1A;p1432;high;0.5;9;;2;hb3.png;1
1A;p1432;high;0.5;16;;3;ha1.png;1
1A;p1432;high;0.5;17;;3;ha1.png;1
1A;p1432;high;0.5;23;;3;ha2.png;0
1A;p1432;high;0.5;22;;3;ha3.png;1
1A;p1432;high;0.5;21;;3;hb1.png;1
1A;p1432;high;0.5;20;;3;hb1.png;1
1A;p1432;high;0.5;18;;3;hb2.png;1
1A;p1432;high;0.5;19;;3;hb3.png;1
1A;p1417;low;-0.5;4;;1;ha1.png;1
1A;p1417;low;-0.5;7;;1;ha1.png;1
1A;p1417;low;-0.5;0;;1;ha2.png;0
1A;p1417;low;-0.5;2;;1;ha3.png;1
1A;p1417;low;-0.5;3;;1;hb1.png;0
1A;p1417;low;-0.5;5;;1;hb1.png;1
1A;p1417;low;-0.5;6;;1;hb2.png;0
1A;p1417;low;-0.5;1;;1;hb3.png;0
1A;p1417;low;-0.5;15;;2;ha1.png;0
1A;p1417;low;-0.5;12;;2;ha1.png;1
1A;p1417;low;-0.5;8;;2;ha2.png;0
1A;p1417;low;-0.5;14;;2;ha3.png;1
1A;p1417;low;-0.5;11;;2;hb1.png;1
1A;p1417;low;-0.5;10;;2;hb1.png;1
1A;p1417;low;-0.5;13;;2;hb2.png;1
1A;p1417;low;-0.5;9;;2;hb3.png;1
1A;p1417;low;-0.5;19;;3;ha1.png;1
1A;p1417;low;-0.5;22;;3;ha1.png;1
1A;p1417;low;-0.5;20;;3;ha2.png;0
1A;p1417;low;-0.5;23;;3;ha3.png;1
1A;p1417;low;-0.5;18;;3;hb1.png;1
1A;p1417;low;-0.5;17;;3;hb1.png;1
1A;p1417;low;-0.5;16;;3;hb2.png;0
1A;p1417;low;-0.5;21;;3;hb3.png;0
1A;p1422;high;0.5;6;;1;ha1.png;1
1A;p1422;high;0.5;4;;1;ha1.png;1
1A;p1422;high;0.5;0;;1;ha2.png;0
1A;p1422;high;0.5;7;;1;ha3.png;1
1A;p1422;high;0.5;1;;1;hb1.png;1
1A;p1422;high;0.5;5;;1;hb1.png;1
1A;p1422;high;0.5;2;;1;hb2.png;1
1A;p1422;high;0.5;3;;1;hb3.png;1
1A;p1422;high;0.5;12;;2;ha1.png;0
1A;p1422;high;0.5;9;;2;ha1.png;1
1A;p1422;high;0.5;11;;2;ha2.png;1
1A;p1422;high;0.5;8;;2;ha3.png;1
1A;p1422;high;0.5;15;;2;hb1.png;1
1A;p1422;high;0.5;13;;2;hb1.png;1
1A;p1422;high;0.5;14;;2;hb2.png;0
1A;p1422;high;0.5;10;;2;hb3.png;1
1A;p1422;high;0.5;21;;3;ha1.png;1
1A;p1422;high;0.5;19;;3;ha1.png;1
1A;p1422;high;0.5;17;;3;ha2.png;1
1A;p1422;high;0.5;23;;3;ha3.png;1
1A;p1422;high;0.5;16;;3;hb1.png;1
1A;p1422;high;0.5;20;;3;hb1.png;1
1A;p1422;high;0.5;22;;3;hb2.png;1
1A;p1422;high;0.5;18;;3;hb3.png;1
1A;p1428;low;-0.5;3;;1;ha1.png;1
1A;p1428;low;-0.5;0;;1;ha1.png;0
1A;p1428;low;-0.5;5;;1;ha2.png;1
1A;p1428;low;-0.5;2;;1;ha3.png;1
1A;p1428;low;-0.5;1;;1;hb1.png;1
1A;p1428;low;-0.5;4;;1;hb1.png;1
1A;p1428;low;-0.5;6;;1;hb2.png;0
1A;p1428;low;-0.5;7;;1;hb3.png;1
1A;p1428;low;-0.5;9;;2;ha1.png;1
1A;p1428;low;-0.5;12;;2;ha1.png;1
1A;p1428;low;-0.5;10;;2;ha2.png;1
1A;p1428;low;-0.5;15;;2;ha3.png;1
1A;p1428;low;-0.5;11;;2;hb1.png;1
1A;p1428;low;-0.5;8;;2;hb1.png;1
1A;p1428;low;-0.5;13;;2;hb2.png;1
1A;p1428;low;-0.5;14;;2;hb3.png;1
1A;p1428;low;-0.5;19;;3;ha1.png;1
1A;p1428;low;-0.5;21;;3;ha1.png;1
1A;p1428;low;-0.5;16;;3;ha2.png;1
1A;p1428;low;-0.5;23;;3;ha3.png;1
1A;p1428;low;-0.5;18;;3;hb1.png;1
1A;p1428;low;-0.5;20;;3;hb1.png;1
1A;p1428;low;-0.5;17;;3;hb2.png;1
1A;p1428;low;-0.5;22;;3;hb3.png;1
1A;p1445;high;0.5;7;;1;ha1.png;1
1A;p1445;high;0.5;1;;1;ha1.png;1
1A;p1445;high;0.5;0;;1;ha2.png;1
1A;p1445;high;0.5;4;;1;ha3.png;0
1A;p1445;high;0.5;2;;1;hb1.png;1
1A;p1445;high;0.5;3;;1;hb1.png;1
1A;p1445;high;0.5;5;;1;hb2.png;0
1A;p1445;high;0.5;6;;1;hb3.png;0
1A;p1445;high;0.5;15;;2;ha1.png;1
1A;p1445;high;0.5;12;;2;ha1.png;1
1A;p1445;high;0.5;8;;2;ha2.png;1
1A;p1445;high;0.5;14;;2;ha3.png;1
1A;p1445;high;0.5;9;;2;hb1.png;1
1A;p1445;high;0.5;13;;2;hb1.png;1
1A;p1445;high;0.5;10;;2;hb2.png;1
1A;p1445;high;0.5;11;;2;hb3.png;0
1A;p1445;high;0.5;21;;3;ha1.png;1
1A;p1445;high;0.5;23;;3;ha1.png;1
1A;p1445;high;0.5;17;;3;ha2.png;1
1A;p1445;high;0.5;22;;3;ha3.png;1
1A;p1445;high;0.5;19;;3;hb1.png;1
1A;p1445;high;0.5;18;;3;hb1.png;1
1A;p1445;high;0.5;20;;3;hb2.png;1
1A;p1445;high;0.5;16;;3;hb3.png;1
1A;p1439;low;-0.5;7;;1;ha1.png;1
1A;p1439;low;-0.5;1;;1;ha1.png;1
1A;p1439;low;-0.5;2;;1;ha2.png;0
1A;p1439;low;-0.5;4;;1;ha3.png;0
1A;p1439;low;-0.5;6;;1;hb1.png;1
1A;p1439;low;-0.5;5;;1;hb1.png;1
1A;p1439;low;-0.5;3;;1;hb2.png;1
1A;p1439;low;-0.5;0;;1;hb3.png;0
1A;p1439;low;-0.5;12;;2;ha1.png;1
1A;p1439;low;-0.5;11;;2;ha1.png;1
1A;p1439;low;-0.5;9;;2;ha2.png;0
1A;p1439;low;-0.5;10;;2;ha3.png;1
1A;p1439;low;-0.5;8;;2;hb1.png;1
1A;p1439;low;-0.5;15;;2;hb1.png;1
1A;p1439;low;-0.5;13;;2;hb2.png;1
1A;p1439;low;-0.5;14;;2;hb3.png;1
1A;p1439;low;-0.5;18;;3;ha1.png;1
1A;p1439;low;-0.5;20;;3;ha1.png;1
1A;p1439;low;-0.5;22;;3;ha2.png;1
1A;p1439;low;-0.5;23;;3;ha3.png;0
1A;p1439;low;-0.5;19;;3;hb1.png;1
1A;p1439;low;-0.5;16;;3;hb1.png;1
1A;p1439;low;-0.5;21;;3;hb2.png;1
1A;p1439;low;-0.5;17;;3;hb3.png;1
1A;p1459;low;-0.5;6;;1;ha1.png;1
1A;p1459;low;-0.5;2;;1;ha1.png;1
1A;p1459;low;-0.5;3;;1;ha2.png;0
1A;p1459;low;-0.5;4;;1;ha3.png;1
1A;p1459;low;-0.5;0;;1;hb1.png;0
1A;p1459;low;-0.5;1;;1;hb1.png;1
1A;p1459;low;-0.5;7;;1;hb2.png;1
1A;p1459;low;-0.5;5;;1;hb3.png;0
1A;p1459;low;-0.5;9;;2;ha1.png;1
1A;p1459;low;-0.5;11;;2;ha1.png;1
1A;p1459;low;-0.5;10;;2;ha2.png;0
1A;p1459;low;-0.5;14;;2;ha3.png;1
1A;p1459;low;-0.5;8;;2;hb1.png;1
1A;p1459;low;-0.5;12;;2;hb1.png;1
1A;p1459;low;-0.5;15;;2;hb2.png;1
1A;p1459;low;-0.5;13;;2;hb3.png;0
1A;p1459;low;-0.5;23;;3;ha1.png;1
1A;p1459;low;-0.5;18;;3;ha1.png;1
1A;p1459;low;-0.5;16;;3;ha2.png;1
1A;p1459;low;-0.5;22;;3;ha3.png;1
1A;p1459;low;-0.5;17;;3;hb1.png;1
1A;p1459;low;-0.5;19;;3;hb1.png;1
1A;p1459;low;-0.5;20;;3;hb2.png;1
1A;p1459;low;-0.5;21;;3;hb3.png;0
1A;pp1459;high;0.5;1;;1;ha1.png;1
1A;pp1459;high;0.5;2;;1;ha1.png;1
1A;pp1459;high;0.5;7;;1;ha2.png;1
1A;pp1459;high;0.5;3;;1;ha3.png;0
1A;pp1459;high;0.5;6;;1;hb1.png;1
1A;pp1459;high;0.5;5;;1;hb1.png;1
1A;pp1459;high;0.5;4;;1;hb2.png;0
1A;pp1459;high;0.5;0;;1;hb3.png;1
1A;pp1459;high;0.5;10;;2;ha1.png;1
1A;pp1459;high;0.5;13;;2;ha1.png;1
1A;pp1459;high;0.5;12;;2;ha2.png;1
1A;pp1459;high;0.5;14;;2;ha3.png;0
1A;pp1459;high;0.5;9;;2;hb1.png;1
1A;pp1459;high;0.5;11;;2;hb1.png;1
1A;pp1459;high;0.5;8;;2;hb2.png;1
1A;pp1459;high;0.5;15;;2;hb3.png;1
1A;pp1459;high;0.5;20;;3;ha1.png;1
1A;pp1459;high;0.5;17;;3;ha1.png;1
1A;pp1459;high;0.5;22;;3;ha2.png;1
1A;pp1459;high;0.5;23;;3;ha3.png;1
1A;pp1459;high;0.5;16;;3;hb1.png;1
1A;pp1459;high;0.5;18;;3;hb1.png;1
1A;pp1459;high;0.5;19;;3;hb2.png;0
1A;pp1459;high;0.5;21;;3;hb3.png;1
1A;p1510;low;-0.5;0;;1;ha1.png;1
1A;p1510;low;-0.5;1;;1;ha1.png;1
1A;p1510;low;-0.5;3;;1;ha2.png;1
1A;p1510;low;-0.5;2;;1;ha3.png;1
1A;p1510;low;-0.5;4;;1;hb1.png;1
1A;p1510;low;-0.5;6;;1;hb1.png;1
1A;p1510;low;-0.5;7;;1;hb2.png;1
1A;p1510;low;-0.5;5;;1;hb3.png;0
1A;p1510;low;-0.5;8;;2;ha1.png;1
1A;p1510;low;-0.5;13;;2;ha1.png;1
1A;p1510;low;-0.5;15;;2;ha2.png;1
1A;p1510;low;-0.5;11;;2;ha3.png;1
1A;p1510;low;-0.5;9;;2;hb1.png;1
1A;p1510;low;-0.5;12;;2;hb1.png;1
1A;p1510;low;-0.5;10;;2;hb2.png;1
1A;p1510;low;-0.5;14;;2;hb3.png;0
1A;p1510;low;-0.5;22;;3;ha1.png;1
1A;p1510;low;-0.5;18;;3;ha1.png;1
1A;p1510;low;-0.5;23;;3;ha2.png;1
1A;p1510;low;-0.5;17;;3;ha3.png;1
1A;p1510;low;-0.5;20;;3;hb1.png;1
1A;p1510;low;-0.5;21;;3;hb1.png;1
1A;p1510;low;-0.5;19;;3;hb2.png;1
1A;p1510;low;-0.5;16;;3;hb3.png;1
1A;p1511;high;0.5;4;;1;ha1.png;1
1A;p1511;high;0.5;7;;1;ha1.png;1
1A;p1511;high;0.5;1;;1;ha2.png;1
1A;p1511;high;0.5;2;;1;ha3.png;1
1A;p1511;high;0.5;3;;1;hb1.png;1
1A;p1511;high;0.5;0;;1;hb1.png;1
1A;p1511;high;0.5;6;;1;hb2.png;1
1A;p1511;high;0.5;5;;1;hb3.png;1
1A;p1511;high;0.5;13;;2;ha1.png;1
1A;p1511;high;0.5;14;;2;ha1.png;1
1A;p1511;high;0.5;9;;2;ha2.png;1
1A;p1511;high;0.5;15;;2;ha3.png;1
1A;p1511;high;0.5;8;;2;hb1.png;1
1A;p1511;high;0.5;11;;2;hb1.png;1
1A;p1511;high;0.5;10;;2;hb2.png;1
1A;p1511;high;0.5;12;;2;hb3.png;0
1A;p1511;high;0.5;22;;3;ha1.png;1
1A;p1511;high;0.5;17;;3;ha1.png;1
1A;p1511;high;0.5;16;;3;ha2.png;1
1A;p1511;high;0.5;18;;3;ha3.png;1
1A;p1511;high;0.5;20;;3;hb1.png;1
1A;p1511;high;0.5;21;;3;hb1.png;1
1A;p1511;high;0.5;23;;3;hb2.png;1
1A;p1511;high;0.5;19;;3;hb3.png;1
1A;p1449;high;0.5;7;;1;ha1.png;1
1A;p1449;high;0.5;3;;1;ha1.png;1
1A;p1449;high;0.5;6;;1;ha2.png;1
1A;p1449;high;0.5;0;;1;ha3.png;0
1A;p1449;high;0.5;5;;1;hb1.png;1
1A;p1449;high;0.5;2;;1;hb1.png;1
1A;p1449;high;0.5;1;;1;hb2.png;1
1A;p1449;high;0.5;4;;1;hb3.png;1
1A;p1449;high;0.5;12;;2;ha1.png;1
1A;p1449;high;0.5;13;;2;ha1.png;1
1A;p1449;high;0.5;11;;2;ha2.png;1
1A;p1449;high;0.5;9;;2;ha3.png;1
1A;p1449;high;0.5;15;;2;hb1.png;1
1A;p1449;high;0.5;8;;2;hb1.png;1
1A;p1449;high;0.5;10;;2;hb2.png;1
1A;p1449;high;0.5;14;;2;hb3.png;1
1A;p1449;high;0.5;20;;3;ha1.png;1
1A;p1449;high;0.5;23;;3;ha1.png;1
1A;p1449;high;0.5;21;;3;ha2.png;1
1A;p1449;high;0.5;18;;3;ha3.png;1
1A;p1449;high;0.5;19;;3;hb1.png;1
1A;p1449;high;0.5;22;;3;hb1.png;1
1A;p1449;high;0.5;16;;3;hb2.png;0
1A;p1449;high;0.5;17;;3;hb3.png;1
1A;p1521;high;0.5;0;;1;ha1.png;1
1A;p1521;high;0.5;2;;1;ha1.png;1
1A;p1521;high;0.5;6;;1;ha2.png;1
1A;p1521;high;0.5;3;;1;ha3.png;1
1A;p1521;high;0.5;1;;1;hb1.png;1
1A;p1521;high;0.5;7;;1;hb1.png;1
1A;p1521;high;0.5;5;;1;hb2.png;1
1A;p1521;high;0.5;4;;1;hb3.png;1
1A;p1521;high;0.5;11;;2;ha1.png;1
1A;p1521;high;0.5;15;;2;ha1.png;1
1A;p1521;high;0.5;8;;2;ha2.png;1
1A;p1521;high;0.5;10;;2;ha3.png;1
1A;p1521;high;0.5;9;;2;hb1.png;1
1A;p1521;high;0.5;13;;2;hb1.png;1
1A;p1521;high;0.5;12;;2;hb2.png;1
1A;p1521;high;0.5;14;;2;hb3.png;1
1A;p1521;high;0.5;17;;3;ha1.png;1
1A;p1521;high;0.5;21;;3;ha1.png;1
1A;p1521;high;0.5;16;;3;ha2.png;1
1A;p1521;high;0.5;23;;3;ha3.png;1
1A;p1521;high;0.5;19;;3;hb1.png;1
1A;p1521;high;0.5;20;;3;hb1.png;1
1A;p1521;high;0.5;18;;3;hb2.png;1
1A;p1521;high;0.5;22;;3;hb3.png;1
1A;p1524;low;-0.5;4;;1;ha1.png;1
1A;p1524;low;-0.5;6;;1;ha1.png;1
1A;p1524;low;-0.5;2;;1;ha2.png;1
1A;p1524;low;-0.5;7;;1;ha3.png;0
1A;p1524;low;-0.5;0;;1;hb1.png;0
1A;p1524;low;-0.5;5;;1;hb1.png;1
1A;p1524;low;-0.5;3;;1;hb2.png;1
1A;p1524;low;-0.5;1;;1;hb3.png;1
1A;p1524;low;-0.5;14;;2;ha1.png;1
1A;p1524;low;-0.5;8;;2;ha1.png;1
1A;p1524;low;-0.5;12;;2;ha2.png;0
1A;p1524;low;-0.5;9;;2;ha3.png;0
1A;p1524;low;-0.5;10;;2;hb1.png;1
1A;p1524;low;-0.5;11;;2;hb1.png;1
1A;p1524;low;-0.5;15;;2;hb2.png;0
1A;p1524;low;-0.5;13;;2;hb3.png;1
1A;p1524;low;-0.5;17;;3;ha1.png;1
1A;p1524;low;-0.5;16;;3;ha1.png;1
1A;p1524;low;-0.5;19;;3;ha2.png;1
1A;p1524;low;-0.5;21;;3;ha3.png;0
1A;p1524;low;-0.5;22;;3;hb1.png;1
1A;p1524;low;-0.5;23;;3;hb1.png;1
1A;p1524;low;-0.5;20;;3;hb2.png;1
1A;p1524;low;-0.5;18;;3;hb3.png;1
1A;p1530;low;-0.5;3;;1;ha1.png;1
1A;p1530;low;-0.5;1;;1;ha1.png;0
1A;p1530;low;-0.5;5;;1;ha2.png;0
1A;p1530;low;-0.5;2;;1;ha3.png;1
1A;p1530;low;-0.5;7;;1;hb1.png;1
1A;p1530;low;-0.5;6;;1;hb1.png;1
1A;p1530;low;-0.5;0;;1;hb2.png;0
1A;p1530;low;-0.5;4;;1;hb3.png;1
1A;p1530;low;-0.5;14;;2;ha1.png;1
1A;p1530;low;-0.5;13;;2;ha1.png;1
1A;p1530;low;-0.5;15;;2;ha2.png;0
1A;p1530;low;-0.5;11;;2;ha3.png;1
1A;p1530;low;-0.5;9;;2;hb1.png;1
1A;p1530;low;-0.5;12;;2;hb1.png;1
1A;p1530;low;-0.5;8;;2;hb2.png;0
1A;p1530;low;-0.5;10;;2;hb3.png;1
1A;p1530;low;-0.5;18;;3;ha1.png;1
1A;p1530;low;-0.5;20;;3;ha1.png;1
1A;p1530;low;-0.5;21;;3;ha2.png;1
1A;p1530;low;-0.5;17;;3;ha3.png;1
1A;p1530;low;-0.5;23;;3;hb1.png;1
1A;p1530;low;-0.5;19;;3;hb1.png;1
1A;p1530;low;-0.5;16;;3;hb2.png;0
1A;p1530;low;-0.5;22;;3;hb3.png;1
1A;p1541;low;-0.5;0;;1;ha1.png;0
1A;p1541;low;-0.5;6;;1;ha1.png;1
1A;p1541;low;-0.5;5;;1;ha2.png;1
1A;p1541;low;-0.5;7;;1;ha3.png;1
1A;p1541;low;-0.5;2;;1;hb1.png;1
1A;p1541;low;-0.5;1;;1;hb1.png;1
1A;p1541;low;-0.5;3;;1;hb2.png;1
1A;p1541;low;-0.5;4;;1;hb3.png;1
1A;p1541;low;-0.5;14;;2;ha1.png;1
1A;p1541;low;-0.5;15;;2;ha1.png;1
1A;p1541;low;-0.5;9;;2;ha2.png;1
1A;p1541;low;-0.5;13;;2;ha3.png;1
1A;p1541;low;-0.5;10;;2;hb1.png;1
1A;p1541;low;-0.5;11;;2;hb1.png;1
1A;p1541;low;-0.5;8;;2;hb2.png;1
1A;p1541;low;-0.5;12;;2;hb3.png;1
1A;p1541;low;-0.5;17;;3;ha1.png;1
1A;p1541;low;-0.5;19;;3;ha1.png;1
1A;p1541;low;-0.5;21;;3;ha2.png;1
1A;p1541;low;-0.5;16;;3;ha3.png;1
1A;p1541;low;-0.5;23;;3;hb1.png;1
1A;p1541;low;-0.5;22;;3;hb1.png;1
1A;p1541;low;-0.5;18;;3;hb2.png;1
1A;p1541;low;-0.5;20;;3;hb3.png;1
1A;p1549;low;-0.5;2;;1;ha1.png;1
1A;p1549;low;-0.5;6;;1;ha1.png;1
1A;p1549;low;-0.5;7;;1;ha2.png;0
1A;p1549;low;-0.5;0;;1;ha3.png;0
1A;p1549;low;-0.5;3;;1;hb1.png;1
1A;p1549;low;-0.5;1;;1;hb1.png;1
1A;p1549;low;-0.5;4;;1;hb2.png;0
1A;p1549;low;-0.5;5;;1;hb3.png;1
1A;p1549;low;-0.5;9;;2;ha1.png;1
1A;p1549;low;-0.5;14;;2;ha1.png;1
1A;p1549;low;-0.5;8;;2;ha2.png;1
1A;p1549;low;-0.5;12;;2;ha3.png;1
1A;p1549;low;-0.5;15;;2;hb1.png;1
1A;p1549;low;-0.5;10;;2;hb1.png;1
1A;p1549;low;-0.5;13;;2;hb2.png;1
1A;p1549;low;-0.5;11;;2;hb3.png;1
1A;p1549;low;-0.5;21;;3;ha1.png;1
1A;p1549;low;-0.5;16;;3;ha1.png;1
1A;p1549;low;-0.5;19;;3;ha2.png;1
1A;p1549;low;-0.5;23;;3;ha3.png;1
1A;p1549;low;-0.5;17;;3;hb1.png;1
1A;p1549;low;-0.5;20;;3;hb1.png;1
1A;p1549;low;-0.5;22;;3;hb2.png;1
1A;p1549;low;-0.5;18;;3;hb3.png;1
1A;p1558;low;-0.5;3;;1;ha1.png;1
1A;p1558;low;-0.5;1;;1;ha1.png;1
1A;p1558;low;-0.5;2;;1;ha2.png;0
1A;p1558;low;-0.5;7;;1;ha3.png;1
1A;p1558;low;-0.5;4;;1;hb1.png;1
1A;p1558;low;-0.5;0;;1;hb1.png;1
1A;p1558;low;-0.5;5;;1;hb2.png;0
1A;p1558;low;-0.5;6;;1;hb3.png;0
1A;p1558;low;-0.5;8;;2;ha1.png;1
1A;p1558;low;-0.5;9;;2;ha1.png;1
1A;p1558;low;-0.5;11;;2;ha2.png;1
1A;p1558;low;-0.5;10;;2;ha3.png;1
1A;p1558;low;-0.5;14;;2;hb1.png;1
1A;p1558;low;-0.5;15;;2;hb1.png;1
1A;p1558;low;-0.5;13;;2;hb2.png;0
1A;p1558;low;-0.5;12;;2;hb3.png;1
1A;p1558;low;-0.5;16;;3;ha1.png;1
1A;p1558;low;-0.5;21;;3;ha1.png;1
1A;p1558;low;-0.5;23;;3;ha2.png;1
1A;p1558;low;-0.5;22;;3;ha3.png;1
1A;p1558;low;-0.5;20;;3;hb1.png;1
1A;p1558;low;-0.5;19;;3;hb1.png;1
1A;p1558;low;-0.5;18;;3;hb2.png;1
1A;p1558;low;-0.5;17;;3;hb3.png;1
1A;pp1105;low;-0.5;2;;1;ha1.png;1
1A;pp1105;low;-0.5;6;;1;ha1.png;1
1A;pp1105;low;-0.5;1;;1;ha2.png;1
1A;pp1105;low;-0.5;0;;1;ha3.png;0
1A;pp1105;low;-0.5;3;;1;hb1.png;1
1A;pp1105;low;-0.5;5;;1;hb1.png;1
1A;pp1105;low;-0.5;4;;1;hb2.png;1
1A;pp1105;low;-0.5;7;;1;hb3.png;1
1A;pp1105;low;-0.5;13;;2;ha1.png;1
1A;pp1105;low;-0.5;10;;2;ha1.png;1
1A;pp1105;low;-0.5;14;;2;ha2.png;1
1A;pp1105;low;-0.5;8;;2;ha3.png;1
1A;pp1105;low;-0.5;11;;2;hb1.png;1
1A;pp1105;low;-0.5;9;;2;hb1.png;1
1A;pp1105;low;-0.5;15;;2;hb2.png;1
1A;pp1105;low;-0.5;12;;2;hb3.png;1
1A;pp1105;low;-0.5;18;;3;ha1.png;1
1A;pp1105;low;-0.5;20;;3;ha1.png;1
1A;pp1105;low;-0.5;22;;3;ha2.png;1
1A;pp1105;low;-0.5;16;;3;ha3.png;1
1A;pp1105;low;-0.5;19;;3;hb1.png;1
1A;pp1105;low;-0.5;23;;3;hb1.png;1
1A;pp1105;low;-0.5;21;;3;hb2.png;1
1A;pp1105;low;-0.5;17;;3;hb3.png;1
1A;p1142;high;0.5;6;;1;ha1.png;1
1A;p1142;high;0.5;0;;1;ha1.png;1
1A;p1142;high;0.5;5;;1;ha2.png;0
1A;p1142;high;0.5;3;;1;ha3.png;1
1A;p1142;high;0.5;7;;1;hb1.png;1
1A;p1142;high;0.5;2;;1;hb1.png;0
1A;p1142;high;0.5;1;;1;hb2.png;0
1A;p1142;high;0.5;4;;1;hb3.png;1
1A;p1142;high;0.5;9;;2;ha1.png;1
1A;p1142;high;0.5;15;;2;ha1.png;1
1A;p1142;high;0.5;11;;2;ha2.png;1
1A;p1142;high;0.5;14;;2;ha3.png;1
1A;p1142;high;0.5;8;;2;hb1.png;1
1A;p1142;high;0.5;10;;2;hb1.png;1
1A;p1142;high;0.5;12;;2;hb2.png;1
1A;p1142;high;0.5;13;;2;hb3.png;1
1A;p1142;high;0.5;20;;3;ha1.png;1
1A;p1142;high;0.5;23;;3;ha1.png;1
1A;p1142;high;0.5;19;;3;ha2.png;1
1A;p1142;high;0.5;17;;3;ha3.png;1
1A;p1142;high;0.5;18;;3;hb1.png;1
1A;p1142;high;0.5;21;;3;hb1.png;1
1A;p1142;high;0.5;22;;3;hb2.png;1
1A;p1142;high;0.5;16;;3;hb3.png;1
1A;p1153;high;0.5;0;;1;ha1.png;0
1A;p1153;high;0.5;6;;1;ha1.png;1
1A;p1153;high;0.5;2;;1;ha2.png;0
1A;p1153;high;0.5;4;;1;ha3.png;0
1A;p1153;high;0.5;1;;1;hb1.png;1
1A;p1153;high;0.5;7;;1;hb1.png;1
1A;p1153;high;0.5;3;;1;hb2.png;1
1A;p1153;high;0.5;5;;1;hb3.png;0
1A;p1153;high;0.5;8;;2;ha1.png;1
1A;p1153;high;0.5;9;;2;ha1.png;1
1A;p1153;high;0.5;12;;2;ha2.png;1
1A;p1153;high;0.5;13;;2;ha3.png;1
1A;p1153;high;0.5;10;;2;hb1.png;1
1A;p1153;high;0.5;15;;2;hb1.png;0
1A;p1153;high;0.5;14;;2;hb2.png;0
1A;p1153;high;0.5;11;;2;hb3.png;0
1A;p1153;high;0.5;16;;3;ha1.png;1
1A;p1153;high;0.5;19;;3;ha1.png;1
1A;p1153;high;0.5;23;;3;ha2.png;1
1A;p1153;high;0.5;18;;3;ha3.png;0
1A;p1153;high;0.5;20;;3;hb1.png;1
1A;p1153;high;0.5;17;;3;hb1.png;1
1A;p1153;high;0.5;21;;3;hb2.png;1
1A;p1153;high;0.5;22;;3;hb3.png;1
1A;p1202;low;-0.5;2;;1;ha1.png;1
1A;p1202;low;-0.5;4;;1;ha1.png;1
1A;p1202;low;-0.5;7;;1;ha2.png;1
1A;p1202;low;-0.5;0;;1;ha3.png;1
1A;p1202;low;-0.5;6;;1;hb1.png;1
1A;p1202;low;-0.5;3;;1;hb1.png;1
1A;p1202;low;-0.5;1;;1;hb2.png;0
1A;p1202;low;-0.5;5;;1;hb3.png;1
1A;p1202;low;-0.5;8;;2;ha1.png;1
1A;p1202;low;-0.5;9;;2;ha1.png;1
1A;p1202;low;-0.5;10;;2;ha2.png;1
1A;p1202;low;-0.5;15;;2;ha3.png;1
